respondent_id,is_initial_respondent,nombre,factor_cvnl,city_id
1_1,True,,1359.8938547486,6
2_1,True,,1428.5549132948,6
3_1,True,,1359.8938547486,6
3_2,False,,1359.8938547486,6
4_1,True,,1428.5549132948,6
4_2,False,,1428.5549132948,6
4_3,False,,1428.5549132948,6
5_1,True,,1359.8938547486,6
5_2,False,,1359.8938547486,6
5_3,False,,1359.8938547486,6
5_4,False,,1359.8938547486,6
6_1,True,,1428.5549132948,6
6_2,False,,1428.5549132948,6
6_3,False,,1428.5549132948,6
7_1,True,,1359.8938547486,6
7_2,False,,1359.8938547486,6
7_3,False,,1359.8938547486,6
8_1,True,,1359.8938547486,6
8_2,False,,1359.8938547486,6
9_1,True,,1359.8938547486,6
9_2,False,,1359.8938547486,6
10_1,True,,1428.5549132948,6
10_2,False,,1428.5549132948,6
11_1,True,,1359.8938547486,6
11_2,False,,1359.8938547486,6
11_3,False,,1359.8938547486,6
11_4,False,,1359.8938547486,6
12_1,True,,1428.5549132948,6
12_2,False,,1428.5549132948,6
12_3,False,,1428.5549132948,6
12_4,False,,1428.5549132948,6
13_1,True,,1359.8938547486,6
13_2,False,,1359.8938547486,6
13_3,False,,1359.8938547486,6
13_4,False,,1359.8938547486,6
14_1,True,,1359.8938547486,6
14_2,False,,1359.8938547486,6
14_3,False,,1359.8938547486,6
15_1,True,,1359.8938547486,6
15_2,False,,1359.8938547486,6
15_3,False,,1359.8938547486,6
16_1,True,,1428.5549132948,6
16_2,False,,1428.5549132948,6
16_3,False,,1428.5549132948,6
16_4,False,,1428.5549132948,6
16_5,False,,1428.5549132948,6
17_1,True,,1359.8938547486,6
17_2,False,,1359.8938547486,6
17_3,False,,1359.8938547486,6
18_1,True,,1428.5549132948,6
18_2,False,,1428.5549132948,6
18_3,False,,1428.5549132948,6
18_4,False,,1428.5549132948,6
19_1,True,,1359.8938547486,6
19_2,False,,1359.8938547486,6
19_3,False,,1359.8938547486,6
20_1,True,,1428.5549132948,6
20_2,False,,1428.5549132948,6
20_3,False,,1428.5549132948,6
21_1,True,,1359.8938547486,6
21_2,False,,1359.8938547486,6
22_1,True,,1428.5549132948,6
22_2,False,,1428.5549132948,6
23_1,True,,1359.8938547486,6
23_2,False,,1359.8938547486,6
23_3,False,,1359.8938547486,6
23_4,False,,1359.8938547486,6
24_1,True,,1428.5549132948,6
25_1,True,,1359.8938547486,6
25_2,False,,1359.8938547486,6
25_3,False,,1359.8938547486,6
25_4,False,,1359.8938547486,6
26_1,True,,1428.5549132948,6
26_2,False,,1428.5549132948,6
26_3,False,,1428.5549132948,6
27_1,True,,1359.8938547486,6
27_2,False,,1359.8938547486,6
27_3,False,,1359.8938547486,6
27_4,False,,1359.8938547486,6
27_5,False,,1359.8938547486,6
28_1,True,,1428.5549132948,6
28_2,False,,1428.5549132948,6
29_1,True,,1359.8938547486,6
29_2,False,,1359.8938547486,6
30_1,True,,1428.5549132948,6
31_1,True,,1359.8938547486,6
